clues,nombre,domicilio,codigoPostal,numeroLongitud,numeroLatitud,entidad,estado,institucion,jurisdiccion,localidad,municipio,tipologia
CSIMO001985,QUINTANA ROO,DOMICILIO CONOCIDO,30430,-93.559021,16.606644,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Quintana Roo,JIQUIPILAS,UNIDAD MEDICA
CSIMO001990,TIERRA Y LIBERTAD,DOMICILIO CONOCIDO,30430,-93.860556,16.378889,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Tierra y Libertad,JIQUIPILAS,UNIDAD MEDICA
CSIMO002002,EL TRIUNFO,DOMICILIO CONOCIDO,30440,-93.751667,16.464167,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,El Triunfo,JIQUIPILAS,UNIDAD MEDICA
CSIST000111,JIQUIPILAS,AVENIDA CENTRAL ORIENTE,99999,-93.6431,16.6615,CHIAPAS,EN OPERACIÓN,ISSSTE,TUXTLA GUTIÉRREZ,Jiquipilas,JIQUIPILAS,UNIDAD MEDICA
CSSSA008696,EMILIANO ZAPATA,NO DISPONIBLE,30430,-93.651,16.6654,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Jiquipilas,JIQUIPILAS,CENTRO DE SALUD
CSSSA012694,CENTRO DE SALUD MICROREGIONAL CRISTOBAL COLON,FRENTE AL PARQUE CENTRAL,30438,933514,163423,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Cristóbal Colón,JIQUIPILAS,CENTRO DE SALUD
CSSSA002956,JOSÉ MARÍA PINO SUÁREZ,NO DISPONIBLE,30430,-93.737778,16.506667,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,José María Pino Suárez,JIQUIPILAS,CENTRO DE SALUD
CSSSA002973,CENTRO DE SALUD NUEVA PALESTINA,NO DISPONIBLE,30430,-93.6339,16.4939,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Nueva Palestina,JIQUIPILAS,CENTRO DE SALUD
CSSSA002985,ANDRÉS QUINTANA ROO,NO DISPONIBLE,30430,-93.561944,16.606667,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Quintana Roo,JIQUIPILAS,CENTRO DE SALUD
CSSSA002990,TILTEPEC,NO DISPONIBLE,30430,-93.868,16.3942,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Tiltepec,JIQUIPILAS,CENTRO DE SALUD
CSSSA009104,UNIÓN AGRARISTA,NO DISPONIBLE,30435,-93.679444,16.476111,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Unión Agrarista,JIQUIPILAS,CENTRO DE SALUD
CSSSA009150,VICENTE GUERRERO,NO DISPONIBLE,30430,-93.583056,16.660278,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Vicente Guerrero,JIQUIPILAS,CENTRO DE SALUD
CSSSA003026,BENITO JUÁREZ,NO DISPONIBLE,30430,-93.609722,16.7775,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Benito Juárez,JIQUIPILAS,CENTRO DE SALUD
CSSSA002932,JIQUIPILAS,NO DISPONIBLE,30430,-93.6484,16.6655,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Jiquipilas,JIQUIPILAS,CENTRO DE SALUD
CSSSA002961,MICHOACÁN,NO DISPONIBLE,30430,-93.7496,16.3706,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Michoacán,JIQUIPILAS,CASA DE SALUD
CSSSA003002,HIERBA SANTA,NO DISPONIBLE,30430,-93.5836,16.7362,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Hierba Santa,JIQUIPILAS,CASA DE SALUD
CSSSA003031,SANTA ROSA,NO DISPONIBLE,30430,-93.6775,16.598889,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Santa Rosa,JIQUIPILAS,CASA DE SALUD
CSSMP001295,FARMACIAS SIMILARES,SIN DOMICILIO,30430,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Jiquipilas,JIQUIPILAS,NO ESPECIFICADO
CSIMO002772,NICOLÁS RUÍZ,DOMICILIO CONOCIDO,30340,-92.584722,16.437222,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Nicolás Ruíz,NICOLÁS RUÍZ,UNIDAD MEDICA
CSIMO003064,OCOTEPEC,DOMICILIO CONOCIDO,29680,-93.164722,17.224167,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Ocotepec,OCOTEPEC,UNIDAD MEDICA
CSIMO003076,SAN PABLO HUACANO,DOMICILIO CONOCIDO,29680,-93.2075,17.195833,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,San Pablo Huacano,OCOTEPEC,UNIDAD MEDICA
CSSSA019131,CENTRO DE SALUD MICROREGIONAL CERRO JAQUIMA,A UN LADO DE LA ESCUELA PRIMARIA,99999,-93.1386,17.2375,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Cerro Jaquima,OCOTEPEC,CENTRO DE SALUD
CSSSA019155,CENTRO DE SALUD MICROREGIONAL SAN JOSÉ PLAN OCOTAL,FRENTE A LA CANCHA DE BASQUET BOL,99999,-93.1825,17.2041,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,San José Plan Ocotal,OCOTEPEC,CENTRO DE SALUD
CSSSA018274,CARAVANA TIPO 0 SANTO DOMINGO,FRENTE A LA CASA EJIDAL,99999,-93.1819,17.2286,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Santo Domingo,OCOTEPEC,CARAVANA
CSIMO003081,H. R. (OPORTUNIDADES) OCOZOCOAUTLA DE ESPINOSA,"Carretera Internacional km 30.9 esq. Calle Séptima Pte. Sur, Unión Hidalgo",30200,-93.380638,16.755063,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Ocozocoautla de Espinosa,OCOZOCOAUTLA DE ESPINOSA,HOSPITAL RURAL
CSIMO003093,ALFONSO MOGUEL,DOMICILIO CONOCIDO,29144,-93.506389,16.6675,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Alfonso Moguel,OCOZOCOAUTLA DE ESPINOSA,UNIDAD MEDICA
CSIMO003105,AMADOR HERNÁNDEZ GONZÁLEZ,DOMICILIO CONOCIDO,29148,-93.573611,17.074444,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Amador Hernández González,OCOZOCOAUTLA DE ESPINOSA,UNIDAD MEDICA
CSIMO003110,OCUILAPA DE JUÁREZ,DOMICILIO CONOCIDO,29143,-93.410556,16.8525,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Ocuilapa de Juárez,OCOZOCOAUTLA DE ESPINOSA,UNIDAD MEDICA
CSIMO003122,VICENTE GUERRERO (MATAMOROS),DOMICILIO CONOCIDO,29147,-93.261944,16.68,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Vicente Guerrero (Matamoros),OCOZOCOAUTLA DE ESPINOSA,UNIDAD MEDICA
CSIMO003134,AMÉRICA LIBRE,DOMICILIO CONOCIDO,29770,-93.431389,16.992222,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,América Libre,OCOZOCOAUTLA DE ESPINOSA,UNIDAD MEDICA
CSIMO003146,JUAN DE GRIJALVA,DOMICILIO CONOCIDO,29141,-93.516389,17.059722,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Juan de Grijalva,OCOZOCOAUTLA DE ESPINOSA,UNIDAD MEDICA
CSIMO003151,LINDAVISTA,DOMICILIO CONOCIDO,30154,-93.664167,17.099167,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Lindavista,OCOZOCOAUTLA DE ESPINOSA,UNIDAD MEDICA
CSIMO003163,GUADALUPE VÍCTORIA,DOMICILIO CONOCIDO,29146,-93.335556,16.626389,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Guadalupe Victoria,OCOZOCOAUTLA DE ESPINOSA,UNIDAD MEDICA
CSIMO003175,LUIS ECHEVERRÍA (AGUA BLANCA),DOMICILIO CONOCIDO,30900,-93.857222,17.100556,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Luis Echeverría (Agua Blanca),OCOZOCOAUTLA DE ESPINOSA,UNIDAD MEDICA
CSIST000152,OCOZOCOAUTLA DE ESPINOSA,SEPTIMA NORTE,99999,-93.3793,16.7668,CHIAPAS,EN OPERACIÓN,ISSSTE,TUXTLA GUTIÉRREZ,Ocozocoautla de Espinosa,OCOZOCOAUTLA DE ESPINOSA,UNIDAD MEDICA
CSSSA004320,HERMENEGILDO GALEANA,PENDIENTE,29140,-93.359444,16.577222,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Hermenegildo Galeana,OCOZOCOAUTLA DE ESPINOSA,CENTRO DE SALUD
CSSSA009145,IGNACIO ZARAGOZA,NO DISPONIBLE,29140,-93.350833,16.599444,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Ignacio Zaragoza (El Morro),OCOZOCOAUTLA DE ESPINOSA,CENTRO DE SALUD
CSSSA004291,OCOZOCOAUTLA,TERCERA SUR PONIENTE,29140,-93.376304,16.75791,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Ocozocoautla de Espinosa,OCOZOCOAUTLA DE ESPINOSA,CENTRO DE SALUD
CSSSA004373,LÁZARO CÁRDENAS,TERCERA SUR PONIENTE,29140,-93.52,16.765,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Lázaro Cárdenas,OCOZOCOAUTLA DE ESPINOSA,CARAVANA
CSSSA004402,EMBARCADERO APICPAC,PRINCIPAL DEL EMBARCADERO APIC-PAC,29140,-93.4633,17.0581,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,El Embarcadero Apic Pac,OCOZOCOAUTLA DE ESPINOSA,CARAVANA
CSSSA004303,EJIDO GRAL. FRANCISCO VILLA,FRENTE DE LA CASA DEL COMISARIADO EJIDAL,29140,-93.460278,17.001667,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,General Francisco Villa,OCOZOCOAUTLA DE ESPINOSA,CASA DE SALUD
CSSSA004332,JOSÉ CASTILLO TIELMAN,JOSÉ CASTILLO TIELMANS,29140,-93.463056,16.615556,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,José Castillo Tielmans,OCOZOCOAUTLA DE ESPINOSA,CASA DE SALUD
CSSSA004344,RAYMUNDO ENRÍQUEZ (VISTA HERMOSA),DOMICILIO CONOCIDO,29140,-93.2575,16.720556,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Villahermosa (Reymundo Enríquez),OCOZOCOAUTLA DE ESPINOSA,CASA DE SALUD
CSSSA004356,ARMANDO ZEBADÚA,CASA EJIDAL,29140,-93.481667,16.921389,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Armando Zebadúa,OCOZOCOAUTLA DE ESPINOSA,CASA DE SALUD
CSSSA004361,ALFREDO V. BONFIL,DOMICILIO CONOCIDO,29140,-93.488889,16.476944,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Alfredo V. Bonfil,OCOZOCOAUTLA DE ESPINOSA,CASA DE SALUD
CSSSA004385,LA INDEPENDENCIA (LAS PILAS),AVENIDA REVOLUCIÓN,29140,-93.249444,16.6775,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,La Independencia (Las Pilas),OCOZOCOAUTLA DE ESPINOSA,CASA DE SALUD
CSSSA004390,NUEVO EMBARCADERO APICPAC,POBLADO APIC PAC,29140,-93.472473,17.062999,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Nuevo Embarcadero Apic Pac (Santa Laura),OCOZOCOAUTLA DE ESPINOSA,CASA DE SALUD
CSSSA009133,AQUILES SERDÁN,NO DISPONIBLE,29140,-93.475278,17.046389,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Apic Pac,OCOZOCOAUTLA DE ESPINOSA,CASA DE SALUD
CSSMP001355,FARMACIAS SIMILARES,SIN DOMICILIO,29140,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Ocozocoautla de Espinosa,OCOZOCOAUTLA DE ESPINOSA,NO ESPECIFICADO
CSSMP001364,FARMACIAS SIMILARES,SIN DOMICILIO,29140,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,Ocozocoautla de Espinosa,OCOZOCOAUTLA DE ESPINOSA,NO ESPECIFICADO
CSIMO003204,OSUMACINTA,DOMICILIO CONOCIDO,29190,-93.090278,16.936111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Osumacinta,OSUMACINTA,UNIDAD MEDICA
CSSSA004484,TRIUNFO AGRARISTA,AVENIDA CENTRAL,29190,-93.070556,16.854722,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Triunfo Agrarista,OSUMACINTA,CASA DE SALUD
CSIMO003875,SAN FERNANDO,DOMICILIO CONOCIDO,29120,-93.205833,16.870833,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,San Fernando,SAN FERNANDO,UNIDAD MEDICA
CSIMO003880,BENITO JUÁREZ,DOMICILIO CONOCIDO,30900,-93.187778,16.880556,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Benito Juárez,SAN FERNANDO,UNIDAD MEDICA
CSIMO003892,GABRIEL ESQUINCA,DOMICILIO CONOCIDO,29120,-93.173889,16.937222,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Gabriel Esquinca,SAN FERNANDO,UNIDAD MEDICA
CSSSA005843,SAN FERNANDO,CUARTA PONIENTE NORTE,29120,-93.2083,16.8747,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,San Fernando,SAN FERNANDO,CENTRO DE SALUD
CSSSA005860,MIGUEL HIDALGO,DOMICILIO CONOCIDO,29120,-93.2374,16.8639,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Miguel Hidalgo (Lenin),SAN FERNANDO,CARAVANA
CSSSA005855,CUAUHTÉMOC,CUAUHTÉMOC,29120,-93.221111,16.928611,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Cuauhtémoc,SAN FERNANDO,CASA DE SALUD
CSSSA005872,EL PROGRESO,DOMICILIO CONOCIDO,29120,-93.222222,16.876944,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,El Progreso,SAN FERNANDO,CASA DE SALUD
CSSSA005884,SAN ANTONIO,DOMICILIO CONOCIDO,29120,-93.267778,16.950556,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,San Antonio,SAN FERNANDO,CASA DE SALUD
CSSSA005896,EL CARMELO,SECTOR 2,29120,-93.120556,16.931944,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,El Carmelo,SAN FERNANDO,CASA DE SALUD
CSSMP001082,FARMACIAS SIMILARES,SIN DOMICILIO,29120,,,CHIAPAS,EN OPERACIÓN,SMP,TUXTLA GUTIÉRREZ,San Fernando,SAN FERNANDO,NO ESPECIFICADO
CSIMO004131,SOYALÓ,DOMICILIO CONOCIDO,29780,-92.924722,16.890278,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Soyaló,SOYALÓ,UNIDAD MEDICA
CSIMO004143,FRANCISCO SARABIA,DOMICILIO CONOCIDO,30100,-93.013056,16.945833,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Francisco Sarabia,SOYALÓ,UNIDAD MEDICA
CSSSA017690,SOYALÓ,CARRETERA A SOYALO,29780,-92.8934,16.8618,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Soyaló,SOYALÓ,CENTRO DE SALUD
CSSMP000461,CLÍNICA BETHESDA,"1a oriente y 3a Norte # 205, col. Centro",29150,-93.100807,16.625587,CHIAPAS,EN OPERACIÓN,PRIVADA,TUXTLA GUTIÉRREZ,Suchiapa,SUCHIAPA,NO ESPECIFICADO
CSSSA006350,PACÚ,NO DISPONIBLE,29150,-93.133333,16.635833,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Pacú,SUCHIAPA,CENTRO DE SALUD
CSSSA006345,SUCHIAPA,NO DISPONIBLE,29150,-93.091667,16.629444,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Suchiapa,SUCHIAPA,CENTRO DE SALUD
CSIMO004406,EMILIANO ZAPATA,DOMICILIO CONOCIDO,29610,-93.343056,17.217778,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Emiliano Zapata,TECPATÁN,UNIDAD MEDICA
CSIMO004411,LUIS ESPINOSA,DOMICILIO CONOCIDO,29610,-93.421667,17.150278,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Luis Espinosa,TECPATÁN,UNIDAD MEDICA
CSIMO004423,RÓMULO CALZADA (LA HERRADURA),DOMICILIO CONOCIDO,29601,-93.553333,17.341389,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Rómulo Calzada (La Herradura),TECPATÁN,UNIDAD MEDICA
CSIMO004435,JUAN SABINES GUTIÉRREZ,DOMICILIO CONOCIDO,29601,-93.4175,17.235833,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Juan Sabines Gutiérrez,TECPATÁN,UNIDAD MEDICA
CSIMO004440,ADOLFO LÓPEZ MATEOS,DOMICILIO CONOCIDO,29601,-93.478333,17.216111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Adolfo López Mateos,TECPATÁN,UNIDAD MEDICA
CSIMO004452,LÁZARO CÁRDENAS 2,DOMICILIO CONOCIDO,29755,-93.4853,17.2525,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Lázaro Cárdenas 2,TECPATÁN,UNIDAD MEDICA
CSIMO005905,MICRO XII,DOMICILIO CONOCIDO,29601,-93.4175,17.235833,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Juan Sabines Gutiérrez,TECPATÁN,REGIONALIZACION
CSIMS000234,UMF 41 MAL PASO,DOMICILIO CONOCIDO,29600,-93.6059,17.1868,CHIAPAS,EN OPERACIÓN,IMSS,TUXTLA GUTIÉRREZ,Raudales Malpaso,TECPATÁN,UNIDAD MEDICA
CSIST000292,RAUDALES MALPASO,PIRAMIDE BAJA,99999,-93.6002,17.1925,CHIAPAS,EN OPERACIÓN,ISSSTE,TUXTLA GUTIÉRREZ,Raudales Malpaso,TECPATÁN,UNIDAD MEDICA
CSSSA006736,FRANCISCO I. MADERO,NO DISPONIBLE,29610,-93.389722,17.213333,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Francisco I. Madero,TECPATÁN,CENTRO DE SALUD
CSSSA006741,GUSTAVO DÍAZ ORDAZ,NO DISPONIBLE,29610,-93.483611,17.159722,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Gustavo Díaz Ordaz,TECPATÁN,CENTRO DE SALUD
CSSSA018373,CARAVANA TIPO 0 ADOLFO RUÍZ CORTÍNEZ,CASA EJIDAL,99999,-93.392222,17.294722,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Adolfo Ruiz Cortines,TECPATÁN,CARAVANA
CSSSA006782,PIZTINGÉN,NO DISPONIBLE,29610,-93.304722,17.148889,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Franja Piztingén,TECPATÁN,CARAVANA
CSSSA006811,DIQUE II (VICENTE GUERRERO),NO DISPONIBLE,29600,-93.737222,17.221667,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Vicente Guerrero (Dique Dos),TECPATÁN,CARAVANA
CSSSA006700,COL. ADOLFO LÓPEZ MATEOS,NO DISPONIBLE,29610,-93.561389,17.291389,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Adolfo López Mateos Kilómetro 54,TECPATÁN,CASA DE SALUD
CSSSA006724,ESPERANZA DE LOS POBRES,NO DISPONIBLE,29610,-93.4825,17.3097,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Esperanza de los Pobres,TECPATÁN,CASA DE SALUD
CSSSA006753,MIGUEL HIDALGO Y COSTILLA,NO DISPONIBLE,29610,-93.4487,17.2679,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Miguel Hidalgo y Costilla,TECPATÁN,CASA DE SALUD
CSSSA006770,ÁNGEL ALBINO CORZO,NO DISPONIBLE,29610,-93.621389,17.218889,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Ángel Albino Corzo,TECPATÁN,CASA DE SALUD
CSSSA006794,COL. EL PORVENIR,NO DISPONIBLE,29610,-93.3925,17.180556,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,El Porvenir,TECPATÁN,CASA DE SALUD
CSSSA006806,SAN FERNANDO DÍAZ MARITANO,NO DISPONIBLE,29610,-93.776944,17.194722,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,San Fernando Díaz (Maritano),TECPATÁN,CASA DE SALUD
CSSSA006823,EL EDÉN,NO DISPONIBLE,29610,-93.378889,17.006667,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,El Edén (Agua Escondida),TECPATÁN,CASA DE SALUD
CSSSA006695,TECPATAN,NO DISPONIBLE,29610,-93.311111,17.136111,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Tecpatán,TECPATÁN,CENTRO DE SALUD
CSSSA006765,RAUDALES MALPASO,NO DISPONIBLE,29600,-93.605833,17.188333,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Raudales Malpaso,TECPATÁN,CENTRO DE SALUD
CSIMO004773,TOTOLAPA,DOMICILIO CONOCIDO,30330,-92.681111,16.544444,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Totolapa,TOTOLAPA,UNIDAD MEDICA
CSSSA007260,TOTOLAPA,NO DISPONIBLE,30330,-92.6743,16.5429,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Totolapa,TOTOLAPA,CENTRO DE SALUD
CSSSA012712,CENTRO DE SALUD MICROREGIONAL PONCIANO ARRIAGA,2A. PONIENTE SUR,30330,923733,162918,CHIAPAS,EN OPERACIÓN,SSA,TUXTLA GUTIÉRREZ,Ponciano Arriaga,TOTOLAPA,CENTRO DE SALUD
CSCRO000044,CRUZ ROJA MEXICANA DELEGACIÓN LOCAL EN TUXTLA GUTIÉRREZ,"5a Norte Poniente no. 1480, col. Covadonga",29000,-93.127982,16.760633,CHIAPAS,EN OPERACIÓN,CRUZ ROJA,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,NO ESPECIFICADO
CSDIF000014,UNIDAD MOVIL DE LA MUJER,OCTAVA PONIENTE NORTE,29000,-93.1228,16.757,CHIAPAS,EN OPERACIÓN,DIF,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,NO ESPECIFICADO
CSIMO005012,TUXTLA GUTIÉRREZ,DOMICILIO CONOCIDO,29060,-93.115556,16.753056,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,UNIDAD MEDICA
CSIMO005926,TUXTLA GUTIÉRREZ 1,PROLONGACIÓN DE LA 5A NORTE Y BOULEVAD FIDEL VELÁZQUEZ,29000,-93.0941,16.7632,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,UNIDAD MEDICA
CSIMO005931,TUXTLA GUTIÉRREZ 2,PROLONGACIÓN DE LA 5A NORTE Y BOULEVAD FIDEL VELÁZQUEZ,29000,-93.094,16.7633,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,UNIDAD MEDICA
CSIMO005943,TUXTLA GUTIÉRREZ 3,DOMICILIO CONOCIDO,99999,-93.1143,16.7831,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,UNIDAD MEDICA
CSIMO005955,TUXTLA GUTIÉRREZ 4,PROLONGACIÓN DE LA 5A NORTE Y BOULEVAD FIDEL VELÁZQUEZ,29000,-93.094,16.7633,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,UNIDAD MEDICA
CSIMS000251,HOSPITAL GENERAL DE ZONA No. 2 TUXTLA GUTIÉRREZ,"11A. Oriente Norte s/n, Col Centro",29000,-93.105404,16.757138,CHIAPAS,EN OPERACIÓN,IMSS,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,HOSPITAL
CSIMS000263,UMF 13 TUXTLA GUTIÉRREZ,BOULEVARD CHICOASÉN ESQUINA ARTÍCULO 115,29040,-93.1314,16.7457,CHIAPAS,EN OPERACIÓN,IMSS,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,UNIDAD MEDICA
CSIMS000316,UMF 23 TUXTLA GUTIÉRREZ,BOULEVARD SALOMÓN GONZÁLEZ BLANCO,29014,-93.1314,16.7457,CHIAPAS,EN OPERACIÓN,IMSS,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,UNIDAD MEDICA
CSIMS000330,UMF 25 TUXTLA GUTIÉRREZ,BOULEVARD ANTONIO PARIENTE ALGARÍN,29045,,,CHIAPAS,EN OPERACIÓN,IMSS,TUXTLA GUTIÉRREZ,Tuxtla Gutiérrez,TUXTLA GUTIÉRREZ,UNIDAD MEDICA
